; PERSON  r2Winsteps  Apr  1 2016 12:33
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ IN.ZST OUT.MS OUT.ZS  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE NAME
     1   -3.23 -1     5.0       .0   1.93   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00   -3.23 1086 | Male   | Black
   946    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1021 | Male   | White
   947    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1002 | Female | Latino
   948    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 991  | Male   | White
   949    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1146 | Female | White
   950    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1053 | Male   | White
   951    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 980  | Female | White
   952    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1068 | Female | Latino
   953    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1160 | Male   | White
   954    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1018 | Male   | White
   955    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 952  | Female | White
   956    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 876  | Male   | White
   957    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 913  | Male   | White
   958    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1104 | Male   | Latino
   959    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 871  | Female | White
   960    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 947  | Male   | Asian
   961    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1146 | Female | White
   962    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1071 | Female | White
   963    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 910  | Male   | White
   964    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 980  | Male   | Multiple
   965    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1089 | Female | White
   966    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 950  | Male   | White
   967    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1028 | Female | White
   968    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1023 | Male   | Black
   969    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 949  | Female | Asian
   970    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 869  | Male   | Multiple
   971    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1095 | Female | Latino
   972    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1048 | Female | White
   973    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1027 | Female | White
   974    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 823  | Female | Latino
   975    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 910  | Female | White
   976    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1142 | Female | White
   977    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 989  | Female | White
   978    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1030 | Female | Latino
   979    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1115 | Male   | Asian
   980    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1112 | Female | Latino
   981    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 965  | Male   | White
   982    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1173 | Female | White
   983    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 980  | Female | Latino
   984    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 979  | Female | White
   985    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1067 | Female | Asian
   986    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1070 | Female | White
   987    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 952  | Male   | White
   988    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1005 | Female | White
   989    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 844  | Male   | White
   990    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 902  | Male   | Latino
   991    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 981  | Female | White
   992    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1138 | Male   | White
   993    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 957  | Female | White
   994    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 796  | Male   | White
   995    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1023 | Female | White
   996    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1134 | Male   | White
   997    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1008 | Female | White
   998    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1082 | Male   | Black
   999    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 989  | Female | White
  1000    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 968  | Female | White
